rank,score,team,org,finish_time
1095,0.641443,Marvel,"Indian Institute of Management (IIM), Bangalore",2026-06-28 11:26:33+05:30
1096,0.640957,AA,"Department of Management Studies (DoMS), Indian Institute of Technology (IIT), Madras",2026-07-04 20:58:31+05:30
1097,0.638914,ayushi.260101068,"Indian Institute of Management (IIM), Mumbai",2026-07-03 15:31:24+05:30
1098,0.638757,INCEPTION,"Indian Institute of Technology (IIT), Hyderabad",2026-07-04 13:39:54+05:30
1099,0.636429,Indian express,"Indian Institute of Management (IIM), Lucknow",2026-07-04 12:34:14+05:30
1100,0.636371,ashutoshmehta0007,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 23:48:32+05:30
1101,0.636214,tt1230164,"Indian Institute of Technology (IIT), Delhi",2026-07-04 19:45:28+05:30
1102,0.636057,JattBande,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-02 22:23:03+05:30
1103,0.635929,mb25028,"Indian Institute of Technology (IIT), Mandi",2026-07-03 17:23:17+05:30
1104,0.634871,madh321,"Indian Institute of Management (IIM), Lucknow",2026-07-02 14:01:56+05:30
1105,0.6348,amex_dash,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-29 16:12:50+05:30
1106,0.634371,Amexers,"Xavier School of Management (XLRI), Jamshedpur",2026-07-04 00:54:21+05:30
1107,0.633857,FromHel(L),"Indian Institute of Management (IIM), Lucknow",2026-07-03 23:23:12+05:30
1108,0.633643,sudhanshu.yadav.chy22,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 14:59:15+05:30
1109,0.6332,Apex,"Management Development Institute (MDI), Gurgaon",2026-07-03 23:44:42+05:30
1110,0.632814,Profit seekers,"Indian Institute of Technology (IIT), Madras",2026-07-03 16:00:07+05:30
1111,0.6325,ai24btech11028,"Indian Institute of Technology (IIT), Hyderabad",2026-07-03 21:22:06+05:30
1112,0.6323,StratEdge,"Indian Institute of Management (IIM), Mumbai",2026-07-03 18:56:36+05:30
1113,0.632243,The Underwriters,"Management Development Institute (MDI), Gurgaon",2026-07-02 16:14:18+05:30
1114,0.632086,Young Blood,"Xavier School of Management (XLRI), Delhi",2026-07-04 17:28:40+05:30
1115,0.631514,Tpc rider,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-04 05:09:24+05:30
1116,0.631471,ch24b013,"Indian Institute of Technology (IIT), Madras",2026-07-03 11:23:44+05:30
1117,0.628271,Credit Cartel,"Indian Institute of Management (IIM), Mumbai",2026-06-30 23:47:41+05:30
1118,0.627786,Vertex,"Indian Institute of Management (IIM), Mumbai",2026-07-04 14:49:54+05:30
1119,0.627471,srishtijay08,"Indian Institute of Management (IIM), Calcutta",2026-07-03 01:46:08+05:30
1120,0.626086,kuch bhi,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 14:12:09+05:30
1121,0.626043,The Achievers,"Indian Institute of Management (IIM), Mumbai",2026-07-02 00:26:25+05:30
1122,0.626,harsh_k,"Indian Institute of Technology (IIT), Roorkee",2026-07-03 07:26:58+05:30
1123,0.624957,phoenicdevil,"Indian Institute of Management (IIM), Indore",2026-07-02 00:24:43+05:30
1124,0.6239,kshitijjain355,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 18:00:19+05:30
1125,0.623471,Amexians,"Indian Institute of Technology (IIT), Bombay",2026-07-04 13:30:01+05:30
1126,0.623029,bssai24,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 15:17:56+05:30
1127,0.621486,24je0567,"Indian Institute of Technology, Indian School of Mines (IIT ISM), Dhanbad",2026-07-03 19:21:05+05:30
1128,0.621271,Alpha Numeric,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 20:40:47+05:30
1129,0.6201,Quantix,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 01:25:56+05:30
1130,0.619657,ee3240635,"Indian Institute of Technology (IIT), Delhi",2026-06-28 02:23:04+05:30
1131,0.618586,kulcha,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 03:48:35+05:30
1132,0.618343,sus,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 00:11:15+05:30
1133,0.6165,Spend Sense,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-30 01:48:32+05:30
1134,0.616343,Comeback,"Indian Institute of Technology (IIT), Indore",2026-07-04 20:17:11+05:30
1135,0.615757,harshbiradar89,"Indian Institute of Management (IIM), Mumbai",2026-07-02 15:42:42+05:30
1136,0.614743,Team Size: 1,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 05:20:54+05:30
1137,0.614371,Boardroom Brigade,"Indian Institute of Management (IIM), Mumbai",2026-07-01 21:07:28+05:30
1138,0.614014,sumang.pal.mec22,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-02 14:28:05+05:30
1139,0.612743,karankchhn86320,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 17:28:52+05:30
1140,0.6126,Main Character,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 19:47:03+05:30
1141,0.612171,dhananjay_y,"Indian Institute of Technology (IIT), Roorkee",2026-07-03 00:24:35+05:30
1142,0.611771,sumit.dutiyachand.cer22,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-04 19:04:56+05:30
1143,0.611314,ProblemSolvers,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-06-29 19:35:34+05:30
1144,0.611086,suyog701b,"Indian Institute of Management (IIM), Ahmedabad",2026-07-01 17:56:27+05:30
1144,0.611086,jaspreet1022.js,"Indian Institute of Management (IIM), Calcutta",2026-07-02 11:28:50+05:30
1145,0.610629,Beyond the Swipe,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-02 20:17:08+05:30
1146,0.610429,25msceco014,Indira Gandhi Institute of Development Research,2026-07-03 08:20:35+05:30
1147,0.609343,Lessgo,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 15:27:09+05:30
1148,0.608586,Stratsquad,"Birla Institute of Technology & Science, Pilani Campus",2026-07-02 11:49:33+05:30
1149,0.607471,Framework Factory,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-06-29 13:32:10+05:30
1150,0.606771,Delta,"Management Development Institute (MDI), Gurgaon",2026-07-02 00:44:43+05:30
1151,0.606229,a.turvi,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 03:23:51+05:30
1152,0.606114,Just Messi-ng about,"Indian Institute of Management (IIM), Lucknow",2026-07-04 15:55:36+05:30
1153,0.606,WireFrame,"Indian Institute of Technology (IIT), Ropar",2026-07-04 20:13:23+05:30
1154,0.605571,shivanshs2027,"Indian Institute of Management (IIM), Calcutta",2026-07-02 15:42:13+05:30
1155,0.605343,2023csb1115,"Indian Institute of Technology (IIT), Ropar",2026-07-03 12:28:47+05:30
1156,0.605229,dogeysquad.cmsgo,"Indian Institute of Management (IIM), Lucknow",2026-07-03 16:13:02+05:30
1157,0.605057,dummy,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 12:21:41+05:30
1158,0.604814,mishtibansal6,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 19:47:05+05:30
1159,0.604714,Cardlytics,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-29 05:29:44+05:30
1160,0.604457,wakka wakka,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 01:42:06+05:30
1161,0.604286,pgp42466,"Indian Institute of Management (IIM), Lucknow",2026-07-03 22:16:36+05:30
1162,0.604157,Apex,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 02:05:31+05:30
1163,0.6041,ed22b083,"Indian Institute of Technology (IIT), Madras",2026-07-01 15:33:33+05:30
1164,0.603986,mba25amrita,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 20:46:01+05:30
1165,0.603929,mba25gayathri,"Indian Institute of Management (IIM), Kozhikode",2026-06-28 20:28:00+05:30
1166,0.603571,Kachow,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-29 16:55:18+05:30
1167,0.603543,the losser,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 07:16:20+05:30
1168,0.603357,Kasukabe Defence Force,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-04 20:52:00+05:30
1169,0.603243,Black Bulls,"Indian Institute of Technology (IIT), Guwahati",2026-06-30 09:17:17+05:30
1170,0.603143,DataEX,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 08:20:26+05:30
1171,0.602929,Revengers,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 17:20:44+05:30
1172,0.602629,srishtijay0825,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 22:31:13+05:30
1173,0.602586,TheIterators,"Management Development Institute (MDI), Gurgaon",2026-06-29 00:56:47+05:30
1174,0.602314,sp4618886,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 19:44:49+05:30
1175,0.6013,SDG,"Indian Institute of Management (IIM), Mumbai",2026-07-02 14:52:56+05:30
1176,0.6008,Willow,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 11:08:11+05:30
1177,0.6002,The Strategic Trio,"Xavier School of Management (XLRI), Delhi",2026-07-03 22:38:39+05:30
1178,0.599957,akshathprabhu2005,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 23:21:48+05:30
1179,0.598986,LazyLad,"Indian Institute of Technology (IIT), Madras",2026-07-03 08:41:09+05:30
1180,0.598229,f20240656,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 18:40:53+05:30
1181,0.597686,atharva5804,"Birla Institute of Technology & Science, Pilani Campus",2026-07-01 17:28:50+05:30
1182,0.5974,Team Genesis,"Birla Institute of Technology & Science, Pilani Campus",2026-06-29 13:42:11+05:30
1183,0.597129,legen-waitforit-daryTeam,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 18:26:50+05:30
1184,0.596271,bluff masters,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 16:26:08+05:30
1185,0.594757,Excelerate,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 20:39:44+05:30
1186,0.5944,maikyubtau,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 17:11:50+05:30
1187,0.5935,Mavericks,"Indian Institute of Management (IIM), Mumbai",2026-07-04 02:53:23+05:30
1188,0.592329,preethbera,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 17:35:41+05:30
1189,0.592271,dungala.neeraj,"Indian Institute of Technology (IIT), Guwahati",2026-06-26 23:31:17+05:30
1190,0.590814,touchSomeGrass,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 17:48:07+05:30
1191,0.590443,Hell Warriors,"Indian Institute of Management (IIM), Lucknow",2026-06-30 23:27:56+05:30
1192,0.590357,pgp41410,"Indian Institute of Management (IIM), Lucknow",2026-07-02 23:43:56+05:30
1193,0.590114,Brighton & Hove Albion,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-30 19:17:41+05:30
1194,0.589914,rix,"Indian Institute of Technology (IIT), Hyderabad",2026-07-04 17:47:47+05:30
1195,0.589057,Sapiens,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-01 19:52:54+05:30
1196,0.588914,anshulve.25,"Indian Institute of Technology (IIT), Roorkee",2026-07-02 22:58:34+05:30
1197,0.588786,notonmywatch001,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 22:26:45+05:30
1198,0.588729,Justthree,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 08:30:55+05:30
1199,0.5882,architagarwal2103,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 18:58:20+05:30
1200,0.587257,horizon,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 23:43:04+05:30
1201,0.586929,pgp42422,"Indian Institute of Management (IIM), Lucknow",2026-07-03 00:38:22+05:30
1202,0.586671,GpDon,"Indian Institute of Management (IIM), Bangalore",2026-07-01 01:56:26+05:30
1203,0.5862,STRATX,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-01 17:03:43+05:30
1204,0.586043,Ivory,"Indian Institute of Management (IIM), Mumbai",2026-07-01 18:24:48+05:30
1205,0.5858,spAM,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-06-30 23:58:28+05:30
1206,0.585657,anal,"Indian Institute of Technology (IIT), Delhi",2026-06-27 16:20:20+05:30
1207,0.585543,lakshya.raj042,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 22:51:45+05:30
1208,0.585186,INEX,"Indian Institute of Technology (IIT), Mandi",2026-07-03 15:29:27+05:30
1209,0.584957,amex,"Indian Institute of Management (IIM), Mumbai",2026-06-30 00:48:47+05:30
1210,0.584729,isb123,Indian School of Business (ISB),2026-07-04 17:20:26+05:30
1211,0.583743,The winnerss,"Indian Institute of Technology (IIT), Bombay",2026-07-02 06:15:27+05:30
1212,0.583714,Impact,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-06-30 20:04:19+05:30
1213,0.583357,Brahmazz,"Indian Institute of Technology (IIT), Guwahati",2026-07-03 23:56:47+05:30
1214,0.582757,aditya.varma.mec22,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-03 18:32:12+05:30
1215,0.582229,botinterpreter,"Indian Institute of Management (IIM), Indore",2026-07-03 02:35:12+05:30
1216,0.582214,Indoor People,"Indian Institute of Management (IIM), Indore",2026-07-03 20:34:07+05:30
1217,0.581957,swipe right,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 23:38:16+05:30
1218,0.5814,B&B,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-02 14:45:42+05:30
1219,0.581086,Tech Support,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 03:28:47+05:30
1220,0.5809,Capt. LeX IuanoV,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-01 15:04:30+05:30
1221,0.580671,m.shivansh,"Indian Institute of Technology (IIT), Guwahati",2026-06-28 13:50:27+05:30
1222,0.580543,navaneethan.250101161,"Indian Institute of Management (IIM), Mumbai",2026-07-04 16:51:22+05:30
1223,0.580057,null_hypothesis,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 03:16:32+05:30
1224,0.5789,Amigos,Indian School of Business (ISB),2026-06-30 03:06:37+05:30
1225,0.578757,DMK,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-02 09:50:32+05:30
1226,0.578729,Smart Swipe,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-03 19:41:45+05:30
1227,0.577871,pgp25.shayon,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 18:00:21+05:30
1228,0.576971,swagatambhattacherjee,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 00:42:39+05:30
1229,0.576771,The Brown Scale,"Indian Institute of Technology (IIT), Madras",2026-07-01 14:51:16+05:30
1230,0.576657,s.yedukrishnan,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-04 19:40:41+05:30
1231,0.576471,SigmaStrategists,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-06-29 15:53:16+05:30
1231,0.576471,Trifecta,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 16:29:13+05:30
1232,0.576271,AmEx Perts,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-01 14:07:13+05:30
1233,0.576014,ch23b109,"Indian Institute of Technology (IIT), Madras",2026-07-02 15:02:39+05:30
1234,0.575514,SWorn,"Birla Institute of Technology & Science, Pilani Campus",2026-06-29 23:16:33+05:30
1235,0.575371,prasanna.rathi30,"Indian Institute of Management (IIM), Lucknow",2026-07-03 17:00:23+05:30
1236,0.574986,IEL Generators,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 23:13:38+05:30
1237,0.5742,Error 404,"Indian Institute of Management (IIM), Calcutta",2026-07-04 18:06:33+05:30
1238,0.574086,Team 33,"Indian Institute of Technology (IIT), Guwahati",2026-07-01 03:15:57+05:30
1239,0.573914,The Cardinals,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 13:13:05+05:30
1240,0.573229,ABC,"Indian Institute of Management (IIM), Mumbai",2026-07-04 16:35:20+05:30
1241,0.572929,Extractor31,"Indian Institute of Technology (IIT), Kharagpur",2026-06-29 23:49:25+05:30
1242,0.572843,MSE,"Madras School of Economics (MSE), Chennai",2026-07-03 21:42:59+05:30
1243,0.572771,team synergy,"Indian Institute of Management (IIM), Mumbai",2026-07-01 21:26:03+05:30
1244,0.572214,Brainstormers,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-03 23:35:50+05:30
1245,0.571071,f20240627,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 14:53:49+05:30
1246,0.570729,paritosh.taose051,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-01 13:12:16+05:30
1247,0.5704,neelikaveri3,"Indian Institute of Technology (IIT), Indore",2026-06-30 14:29:41+05:30
1248,0.569957,Lonerzz,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 15:11:19+05:30
1249,0.569757,anushikasingh306,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-04 17:48:34+05:30
1250,0.5692,SAMple Set,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 11:04:02+05:30
1251,0.568171,Blue Ledger,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-30 02:09:40+05:30
1252,0.567071,Strategic Saviours,"Indian Institute of Management (IIM), Mumbai",2026-07-03 13:39:21+05:30
1253,0.566943,shaadsamiha,"Vinod Gupta School of Management (VGSoM), Indian Institute of Technology (IIT), Kharagpur",2026-06-29 03:13:39+05:30
1254,0.566614,ms25a076,"Department of Management Studies (DoMS), Indian Institute of Technology (IIT), Madras",2026-07-03 15:17:20+05:30
1255,0.566343,chaditya5986,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 02:15:03+05:30
1256,0.566157,Explorers,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 16:03:32+05:30
1257,0.5655,shloku2028,"Indian Institute of Management (IIM), Calcutta",2026-07-04 03:38:30+05:30
1258,0.565343,Andaz Apna Apna,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 18:19:12+05:30
1259,0.565157,hbounty774,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 19:10:39+05:30
1260,0.565029,Hhh,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 03:00:16+05:30
1261,0.564629,m.mahalakshmi.0611,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 17:28:51+05:30
1262,0.564314,MacNCheese,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 23:11:29+05:30
1263,0.5637,bijkaloia,"Delhi School of Economics (DSE), New Delhi",2026-06-30 21:35:14+05:30
1264,0.5629,Integen,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-06-30 00:09:35+05:30
1265,0.562671,Manchester United,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-04 05:56:44+05:30
1266,0.562029,srishtijba2027,"Indian Institute of Management (IIM), Calcutta",2026-06-29 15:03:03+05:30
1267,0.561829,24msceco41,"Delhi School of Economics (DSE), New Delhi",2026-06-30 20:31:23+05:30
